AGCO,999596.33,<Pricable.Portfolio object at 0x7fe69791f048>,-121.704259711,-159.954169906
AGI,999601.08,<Pricable.Portfolio object at 0x7fe69791f5f8>,-44.3400192051,-58.2754538124
AFW,999626.21,<Pricable.Portfolio object at 0x7fe69791f320>,nan,nan
AFT,999638.48,<Pricable.Portfolio object at 0x7fe69791f1d0>,nan,nan
AGIIL,999729.06,<Pricable.Portfolio object at 0x7fe69791f860>,-31.0198535231,-40.7689503446
AHH,999827.1,<Pricable.Portfolio object at 0x7fe69791fe10>,-18.1563904904,-23.8626846445
AG,999885.0,<Pricable.Portfolio object at 0x7fe69791f518>,nan,nan
AFSD,999917.15,<Pricable.Portfolio object at 0x7fe69791f278>,nan,nan
AGNCB,999972.01,<Pricable.Portfolio object at 0x7fe69791fac8>,nan,nan
AFGH,1000000,<Pricable.Portfolio object at 0x7fe69791af98>,-0.0,-0.0
AFI,1000000,<Pricable.Portfolio object at 0x7fe69791f240>,-0.0,-0.0
AFSS,1000000,<Pricable.Portfolio object at 0x7fe69791aef0>,-0.0,-0.0
AFST,1000000,<Pricable.Portfolio object at 0x7fe69791f128>,-0.0,-0.0
AGLE,1000000,<Pricable.Portfolio object at 0x7fe69791f588>,-0.0,-0.0
AHPA,1000000,<Pricable.Portfolio object at 0x7fe6979120b8>,-0.0,-0.0
AHP,1000015.17,<Pricable.Portfolio object at 0x7fe6cd1dfef0>,nan,nan
AFL,1000061.17,<Pricable.Portfolio object at 0x7fe69791f080>,-100.722304264,-132.377885604
AFH,1000065.0,<Pricable.Portfolio object at 0x7fe69791f198>,nan,nan
AFMD,1000089.0,<Pricable.Portfolio object at 0x7fe69791f0f0>,nan,nan
AGC,1000395.48,<Pricable.Portfolio object at 0x7fe69791f4e0>,nan,nan
AGD,1000751.16,<Pricable.Portfolio object at 0x7fe69791f470>,nan,nan
AGFS,nan,<Pricable.Portfolio object at 0x7fe69791f668>,2.19388715228,2.88339454299
AGR,1000000,<Pricable.Portfolio object at 0x7fe69791fc88>,-0.0,-0.0
AHC,1000155.36,<Pricable.Portfolio object at 0x7fe69791fcf8>,nan,nan
AHT,1000329.14,<Pricable.Portfolio object at 0x7fe6979120f0>,-27.1593914169,-35.6952001479
AGRO,1000420.0,<Pricable.Portfolio object at 0x7fe69791f9b0>,nan,nan
AGRX,1000473.0,<Pricable.Portfolio object at 0x7fe69791fda0>,44.2434401478,58.1485213371
AGYS,1000521.1,<Pricable.Portfolio object at 0x7fe69791ff28>,-42.2539289035,-55.5337351303
AHL,1000905.58,<Pricable.Portfolio object at 0x7fe69791fef0>,-100.2855071,-131.803809332
AGII,1001329.66,<Pricable.Portfolio object at 0x7fe69791f3c8>,-103.436283921,-135.944830296
AGO,1001468.06,<Pricable.Portfolio object at 0x7fe69791fb38>,-75.0545005257,-98.6430578338
AGTC,1001477.0,<Pricable.Portfolio object at 0x7fe69791f898>,-197.408425675,-259.451073744
AGIO,1001606.0,<Pricable.Portfolio object at 0x7fe69791f908>,nan,nan
AGM,1001931.46,<Pricable.Portfolio object at 0x7fe69791f8d0>,-103.925148687,-136.587338274
AGU,1003929.45,<Pricable.Portfolio object at 0x7fe69791fd68>,-190.151823075,-249.913824613
AGN,1009361.0,<Pricable.Portfolio object at 0x7fe69791f7f0>,nan,nan
AGND,nan,<Pricable.Portfolio object at 0x7fe69791fbe0>,-29.5400883388,-38.8241161024
AGX,nan,<Pricable.Portfolio object at 0x7fe69791fcc0>,nan,nan
AGZD,nan,<Pricable.Portfolio object at 0x7fe69791fdd8>,nan,nan
AHPI,nan,<Pricable.Portfolio object at 0x7fe697912160>,nan,nan
ALGT,987854.11,<Pricable.Portfolio object at 0x7fe697913780>,nan,nan
ALCO,997805.85,<Pricable.Portfolio object at 0x7fe697913438>,-167.049096754,-219.550241448
AIN,997991.74,<Pricable.Portfolio object at 0x7fe697912748>,-95.2158133871,-125.140783309
AIT,998079.79,<Pricable.Portfolio object at 0x7fe697912860>,-114.797434207,-150.876627815
AIXG,998190.37,<Pricable.Portfolio object at 0x7fe697912cc0>,-48.4174600125,-63.6343760164
ALE,998955.89,<Pricable.Portfolio object at 0x7fe6979132b0>,nan,nan
AKAM,999277.0,<Pricable.Portfolio object at 0x7fe697912da0>,-243.276092048,-319.734292405
ALG,999392.75,<Pricable.Portfolio object at 0x7fe6979136d8>,nan,nan
AIV,999684.19,<Pricable.Portfolio object at 0x7fe697912ba8>,-65.3582444137,-85.8994069437
AL,999697.91,<Pricable.Portfolio object at 0x7fe697913208>,nan,nan
ALB,999723.67,<Pricable.Portfolio object at 0x7fe6979130f0>,-156.450926878,-205.621218183
AINV,999770.27,<Pricable.Portfolio object at 0x7fe697912780>,nan,nan
AIF,999890.93,<Pricable.Portfolio object at 0x7fe697912390>,nan,nan
ALDX,999898.0,<Pricable.Portfolio object at 0x7fe6979134a8>,nan,nan
AJRD,999900.0,<Pricable.Portfolio object at 0x7fe697912e80>,-50.655623276,-66.5759620199
AKER,999951.9,<Pricable.Portfolio object at 0x7fe697912f60>,-36.9583111717,-48.5737803971
AIY,999961.22,<Pricable.Portfolio object at 0x7fe697912cf8>,nan,nan
AIC,1000000,<Pricable.Portfolio object at 0x7fe697912470>,-0.0,-0.0
AIMT,1000000,<Pricable.Portfolio object at 0x7fe697912630>,-0.0,-0.0
AIRG,1000000,<Pricable.Portfolio object at 0x7fe6979128d0>,-0.0,-0.0
AJX,1000000,<Pricable.Portfolio object at 0x7fe697912d30>,-0.0,-0.0
AKG,1000056.0,<Pricable.Portfolio object at 0x7fe69791fa90>,-12.1249372037,-15.9356317534
AKP,1000063.0,<Pricable.Portfolio object at 0x7fe697913048>,10.4647679484,13.7536950178
AIB,1000065.54,<Pricable.Portfolio object at 0x7fe697912438>,-28.9633389564,-38.0661026284
AKBA,1000099.0,<Pricable.Portfolio object at 0x7fe697912eb8>,-110.161184984,-144.783271693
AIRR,1000204.86,<Pricable.Portfolio object at 0x7fe697912a58>,nan,nan
AIRM,1000668.81,<Pricable.Portfolio object at 0x7fe6979126d8>,-198.475454483,-260.853454464
AKR,1000691.76,<Pricable.Portfolio object at 0x7fe6979131d0>,-51.4058766676,-67.5620093346
AIG,1039155.17,<Pricable.Portfolio object at 0x7fe6979125c0>,nan,nan
AIII,nan,<Pricable.Portfolio object at 0x7fe697912400>,nan,nan
AKS,1000170.59,<Pricable.Portfolio object at 0x7fe697913198>,-43.036142542,-56.5617873409
ALIM,1000280.0,<Pricable.Portfolio object at 0x7fe6979135c0>,41.1301182429,54.0567268335
AKAO,1000394.0,<Pricable.Portfolio object at 0x7fe697912ef0>,94.0609669844,123.622985179
AINC,1000660.0,<Pricable.Portfolio object at 0x7fe697912588>,nan,nan
AJG,1000798.42,<Pricable.Portfolio object at 0x7fe697912dd8>,nan,nan
ALDW,1000896.2,<Pricable.Portfolio object at 0x7fe697913550>,nan,nan
AIZ,1001024.23,<Pricable.Portfolio object at 0x7fe697912c18>,-124.024679252,-163.00386416
AKRX,1001217.0,<Pricable.Portfolio object at 0x7fe697913080>,nan,nan
ALEX,1001416.77,<Pricable.Portfolio object at 0x7fe697913588>,-127.741774331,-167.889189121
AIR,1001494.78,<Pricable.Portfolio object at 0x7fe6979124e0>,nan,nan
AIQ,1001610.0,<Pricable.Portfolio object at 0x7fe6979127b8>,nan,nan
ALDR,1002012.0,<Pricable.Portfolio object at 0x7fe6979134e0>,nan,nan
AIMC,1002242.72,<Pricable.Portfolio object at 0x7fe697912668>,-87.2395687717,-114.657718957
AIRI,nan,<Pricable.Portfolio object at 0x7fe697912a20>,nan,nan
AIRT,nan,<Pricable.Portfolio object at 0x7fe6979129e8>,nan,nan
AIW,nan,<Pricable.Portfolio object at 0x7fe697912b70>,nan,nan
AKTX,nan,<Pricable.Portfolio object at 0x7fe697913358>,nan,nan
ALGN,1002349.0,<Pricable.Portfolio object at 0x7fe697913748>,nan,nan
ALJ,1002577.35,<Pricable.Portfolio object at 0x7fe697913710>,nan,nan
ALJJ,nan,<Pricable.Portfolio object at 0x7fe697913668>,-27.3631170656,-35.9629538576
ALX,992001.34,<Pricable.Portfolio object at 0x7fe6983c7128>,nan,nan
ALNY,992907.0,<Pricable.Portfolio object at 0x7fe697913b38>,678.360071692,891.558951366
AMED,996032.01,<Pricable.Portfolio object at 0x7fe6983c7668>,-183.093209838,-240.636790073
ALL,997634.03,<Pricable.Portfolio object at 0x7fe697913a20>,nan,nan
AMCC,997870.0,<Pricable.Portfolio object at 0x7fe6983c7390>,-40.7062089186,-53.4995888645
AMAG,998309.0,<Pricable.Portfolio object at 0x7fe6983c7278>,237.675765542,312.373863284
AMBA,999047.0,<Pricable.Portfolio object at 0x7fe6983c71d0>,nan,nan
AMCN,999349.0,<Pricable.Portfolio object at 0x7fe6983c7550>,-20.4800083986,-26.9165824667
AMD,999468.0,<Pricable.Portfolio object at 0x7fe6983c7438>,-13.5822454793,-17.8509512013
ALSN,999546.75,<Pricable.Portfolio object at 0x7fe697913dd8>,nan,nan
ALSK,999697.3,<Pricable.Portfolio object at 0x7fe697913f28>,nan,nan
ALN,999848.0,<Pricable.Portfolio object at 0x7fe697913c88>,-5.02176974346,-6.60004023426
ALR,999895.0,<Pricable.Portfolio object at 0x7fe697913e80>,-144.335736064,-189.69839597
AMC,999945.74,<Pricable.Portfolio object at 0x7fe6983c74e0>,nan,nan
AMH,999956.56,<Pricable.Portfolio object at 0x7fe6983c7860>,nan,nan
ALRM,1000000,<Pricable.Portfolio object at 0x7fe697913f60>,-0.0,-0.0
AMMA,1000000,<Pricable.Portfolio object at 0x7fe6983c7ba8>,-0.0,-0.0
ALV,1000038.5,<Pricable.Portfolio object at 0x7fe697913f98>,-228.203844846,-299.925053226
AMBR,1000098.0,<Pricable.Portfolio object at 0x7fe6983c7470>,-58.9615770936,-77.4923584659
ALLE,1000129.63,<Pricable.Portfolio object at 0x7fe697913ac8>,-146.182364732,-192.125393648
AMID,1000134.35,<Pricable.Portfolio object at 0x7fe6983c79b0>,-63.9705892049,-84.0756315264
AMFW,1000266.01,<Pricable.Portfolio object at 0x7fe6983c7780>,nan,nan
AM,1000383.11,<Pricable.Portfolio object at 0x7fe6983c7240>,nan,nan
AMBCW,1000571.99,<Pricable.Portfolio object at 0x7fe6983c70f0>,-85.2105535888,-111.991013288
AMBC,1001101.0,<Pricable.Portfolio object at 0x7fe6983c7400>,nan,nan
AMKR,1001106.0,<Pricable.Portfolio object at 0x7fe6983c7b00>,-39.5281513902,-51.9512846843
AMG,1001284.0,<Pricable.Portfolio object at 0x7fe6983c7978>,-687.871199736,-904.059291081
AME,1001644.21,<Pricable.Portfolio object at 0x7fe6983c7630>,-119.62193527,-157.217400641
ALKS,1002190.0,<Pricable.Portfolio object at 0x7fe697913908>,-266.081651741,-349.707313716
ALK,1003083.57,<Pricable.Portfolio object at 0x7fe6979139b0>,-213.549028047,-280.664436861
ALLT,nan,<Pricable.Portfolio object at 0x7fe6979139e8>,-52.4347537979,-68.9142478487
ALLY,nan,<Pricable.Portfolio object at 0x7fe697913c50>,-67.2892583881,-88.4373110244
ALOG,1004778.79,<Pricable.Portfolio object at 0x7fe697913b70>,nan,nan
ALOT,nan,<Pricable.Portfolio object at 0x7fe697913cc0>,nan,nan
ALQA,nan,<Pricable.Portfolio object at 0x7fe697913e48>,-34.9308070692,-45.9090607195
ALTY,1000000,<Pricable.Portfolio object at 0x7fe69791ff60>,-0.0,-0.0
AMAT,1000137.28,<Pricable.Portfolio object at 0x7fe6983c7320>,nan,nan
AMP,1001311.06,<Pricable.Portfolio object at 0x7fe6983c7a20>,nan,nan
AMCX,1002441.0,<Pricable.Portfolio object at 0x7fe6983c75c0>,-204.518043836,-268.795143328
AMGN,1005395.54,<Pricable.Portfolio object at 0x7fe6983c79e8>,nan,nan
AMDA,1005520.01,<Pricable.Portfolio object at 0x7fe6983c7710>,nan,nan
ALXN,1009223.5,<Pricable.Portfolio object at 0x7fe697912fd0>,-917.102715678,-1205.33499775
AMEH,nan,<Pricable.Portfolio object at 0x7fe6983c77f0>,nan,nan
AMNB,nan,<Pricable.Portfolio object at 0x7fe6983c7b70>,-62.3351069068,-81.9261405061
AMOT,nan,<Pricable.Portfolio object at 0x7fe6983c7940>,nan,nan
AMOV,nan,<Pricable.Portfolio object at 0x7fe6983c7c50>,-82.2119913578,-108.050045785
AMPE,nan,<Pricable.Portfolio object at 0x7fe6983c7da0>,29.0278356156,38.1508696662
AMPH,1000034.0,<Pricable.Portfolio object at 0x7fe6983c7dd8>,49.6540337266,65.2595871835
AMRB,nan,<Pricable.Portfolio object at 0x7fe6983c7e80>,26.0711627921,34.2649568124
AMSC,974940.0,<Pricable.Portfolio object at 0x7fe6983cd1d0>,-62.4939461432,-82.1349006453
AMT,991822.88,<Pricable.Portfolio object at 0x7fe6983cd390>,nan,nan
AOI,992622.98,<Pricable.Portfolio object at 0x7fe6983cde48>,-84.4057680043,-110.933295091
ANAT,994689.06,<Pricable.Portfolio object at 0x7fe6983cd5f8>,-297.4491777,-390.933204977
AMSF,996648.38,<Pricable.Portfolio object at 0x7fe6983cd198>,nan,nan
AMWD,997696.66,<Pricable.Portfolio object at 0x7fe6983cd4e0>,-163.175718865,-214.459516222
AMRI,998023.0,<Pricable.Portfolio object at 0x7fe6983c7f60>,-103.791729317,-136.411987103
ANTM,998660.23,<Pricable.Portfolio object at 0x7fe6983cdb70>,nan,nan
